,Datetime,Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30,MA10,MA20,MA50,slopes,slopes20,slopess1p,slopes20s1p,macds1,macdss1,buy_pt,sell_pt,buy_pt_s1,sell_pt_s1,macdps1,macdsps1,macd_dn_to_up,macd_up_to_dn,macd_above_up,macd_above_dn,macd_below_up,macd_below_dn,vol_gt2,max,min,RSI_14_B_30s1,RSI_14_A_70s1,buy_price,Buy,Buy_zero,tot_buy,Buy_count_tmp,Buy_count,Sell,Sell_zero,tot_sell,Sell_count_tmp,Sell_count
13,2022-08-31 10:16:00,12415.25,12415.25,12415.25,12415.25,16295,,,,,0,0,12413.375,,,43.53119928561418,,42.415958143643145,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
14,2022-08-31 10:17:00,12412.0,12412.0,12412.0,12412.0,16385,,,,57.14285714285714,0,0,12413.625,,,31.660751096636602,,43.53119928561418,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
15,2022-08-31 10:18:00,12414.0,12414.0,12414.0,12414.0,16451,,,,60.39268788083953,0,0,12414.275,,,12.886786934531234,,31.660751096636602,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
16,2022-08-31 10:19:00,12413.25,12413.25,12413.25,12413.25,16480,,,,58.59821112739401,0,0,12414.6,,,-6.397354127522796,,12.886786934531234,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
17,2022-08-31 10:20:00,12411.75,12411.75,12411.75,12411.75,16538,,,,55.073596837655856,0,0,12414.375,,,-17.09662848147821,,-6.397354127522796,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
18,2022-08-31 10:21:00,12409.0,12409.0,12409.0,12409.0,16637,,,,49.22755855450547,0,0,12413.95,,,-34.04915893542948,,-17.09662848147821,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
19,2022-08-31 10:22:00,12409.75,12409.75,12409.75,12409.75,16691,,,,50.76262218755083,0,0,12413.45,12412.075,,-40.41489762149137,10.395804105566162,-34.04915893542948,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
20,2022-08-31 10:23:00,12412.0,12412.0,12412.0,12412.0,16757,,,,55.14412970338542,0,0,12413.05,12412.2625,,-37.256838658084426,6.9552869331540785,-40.41489762149137,10.395804105566162,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
21,2022-08-31 10:24:00,12411.0,12411.0,12411.0,12411.0,16810,,,,52.89136623126933,0,0,12412.425,12412.45,,-30.643528592638113,1.4213329773494916,-37.256838658084426,6.9552869331540785,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
22,2022-08-31 10:25:00,12412.25,12412.25,12412.25,12412.25,16856,,,,55.3469895497375,0,0,12412.025,12412.525,,-19.135224520715145,-0.2800147381846446,-30.643528592638113,1.4213329773494916,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
23,2022-08-31 10:26:00,12412.0,12412.0,12412.0,12412.0,16902,,,,54.73249062118778,0,0,12411.7,12412.5375,,-7.594643368591445,-1.4105696701982693,-19.135224520715145,-0.2800147381846446,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
24,2022-08-31 10:27:00,12409.0,12409.0,12409.0,12409.0,16968,,,,47.86481961306086,0,0,12411.4,12412.5125,,-14.606737354446995,-7.018950003303621,-7.594643368591445,-1.4105696701982693,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
25,2022-08-31 10:28:00,12411.25,12411.25,12411.25,12411.25,17007,,,,52.662341754332395,0,0,12411.125,12412.7,,-5.452621987812531,-12.423853786337279,-14.606737354446995,-7.018950003303621,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
26,2022-08-31 10:29:00,12415.0,12415.0,12415.0,12415.0,17055,,,,59.37259119234983,0,0,12411.3,12412.95,,14.444035724492231,-12.95685595851296,-5.452621987812531,-12.423853786337279,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
27,2022-08-31 10:30:00,12413.75,12413.75,12413.75,12413.75,17125,,,,56.49767052648789,0,0,12411.5,12412.9375,,22.841415730228924,-11.423799275267143,14.444035724492231,-12.95685595851296,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
28,2022-08-31 10:31:00,12412.25,12412.25,12412.25,12412.25,17153,,,,53.170489365034555,0,0,12411.825,12412.8875,,16.460014812040036,-11.692574314575477,22.841415730228924,-11.423799275267143,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
29,2022-08-31 10:32:00,12409.25,12409.25,12409.25,12409.25,17180,,,,47.18542950579827,0,0,12411.775,12412.6125,,0.9548412538721887,-12.926166845523934,16.460014812040036,-11.692574314575477,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
30,2022-08-31 10:33:00,12408.0,12408.0,12408.0,12408.0,17205,,,,44.916717878456495,0,0,12411.375,12412.2125,,-9.884124007522072,-13.59955789801307,0.9548412538721887,-12.926166845523934,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
31,2022-08-31 10:34:00,12409.0,12409.0,12409.0,12409.0,17260,,,,47.10769841817372,0,0,12411.175,12411.8,,-18.200238248885412,-11.764848260683356,-9.884124007522072,-13.59955789801307,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
32,2022-08-31 10:35:00,12408.75,12408.75,12408.75,12408.75,17296,,,,46.60857354356863,0,0,12410.825,12411.425,,-21.27563707048083,-10.29157741399791,-18.200238248885412,-11.764848260683356,-0.6752282124889462,-0.3733950905263757,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
33,2022-08-31 10:36:00,12411.0,12411.0,12411.0,12411.0,17337,-0.6752282124889462,-0.30183312196257045,-0.3733950905263757,51.58091660370575,0,0,12410.725,12411.2125,,-16.77885482540808,-7.252231137037521,-21.27563707048083,-10.29157741399791,-0.4348711280472344,-0.38569029803054744,n,n,n,n,,,n,n,n,n,n,y,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
34,2022-08-31 10:37:00,12413.0,12413.0,12413.0,12413.0,17371,-0.4348711280472344,-0.04918083001668694,-0.38569029803054744,55.54415830342887,0,0,12411.125,12411.2625,,-16.300199428949817,-5.10216525235819,-16.77885482540808,-7.252231137037521,-0.38120251627151447,-0.38479274167874084,y,y,n,n,-0.6752282124889462,-0.3733950905263757,n,n,n,n,n,y,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
35,2022-08-31 10:38:00,12411.25,12411.25,12411.25,12411.25,17382,-0.38120251627151447,0.003590225407226366,-0.38479274167874084,51.56678132159552,0,0,12411.125,12411.125,,-15.497243106806621,-2.6475054236352142,-16.300199428949817,-5.10216525235819,-0.19520913079031743,-0.3468760195010562,n,n,y,y,-0.4348711280472344,-0.38569029803054744,y,n,n,n,y,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
36,2022-08-31 10:39:00,12413.0,12413.0,12413.0,12413.0,17428,-0.19520913079031743,0.15166688871073875,-0.3468760195010562,55.0343415026805,0,0,12410.925,12411.1125,,4.763641690726177,0.8076877470266949,-15.497243106806621,-2.6475054236352142,0.31171114707285597,-0.21515858618627373,n,n,n,n,-0.38120251627151447,-0.38479274167874084,n,n,n,n,y,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
37,2022-08-31 10:40:00,12417.5,12417.5,12417.5,12417.5,17541,0.31171114707285597,0.5268697332591297,-0.21515858618627373,62.474273029831004,0,0,12411.3,12411.4,,32.223355230747885,6.583579785370147,4.763641690726177,0.8076877470266949,0.6853756252039602,-0.035051743908226934,n,n,n,n,-0.19520913079031743,-0.3468760195010562,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
38,2022-08-31 10:41:00,12417.25,12417.25,12417.25,12417.25,17573,0.6853756252039602,0.7204273691121872,-0.035051743908226934,61.861889725944174,0,0,12411.8,12411.8125,,45.51616422976485,9.15117266730524,32.223355230747885,6.583579785370147,1.0102081864151842,0.1740002421564553,n,n,n,n,0.31171114707285597,-0.21515858618627373,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
39,2022-08-31 10:42:00,12417.75,12417.75,12417.75,12417.75,17607,1.0102081864151842,0.8362079442587289,0.1740002421564553,62.650427396899644,0,0,12412.65,12412.2125,,49.54533530874883,12.043261879143378,45.51616422976485,9.15117266730524,1.0138780484867311,0.34197580342251044,n,n,n,n,0.6853756252039602,-0.035051743908226934,n,n,y,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
40,2022-08-31 10:43:00,12414.75,12414.75,12414.75,12414.75,17655,1.0138780484867311,0.6719022450642207,0.34197580342251044,55.266893644472006,0,0,12413.325,12412.35,,44.3414568224364,13.833337615811507,49.54533530874883,12.043261879143378,0.9852561108127702,0.4706318649005624,n,n,n,n,1.0102081864151842,0.1740002421564553,n,n,y,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
41,2022-08-31 10:44:00,12414.5,12414.5,12414.5,12414.5,17688,0.9852561108127702,0.5146242459122078,0.4706318649005624,54.688478698641994,0,0,12413.875,12412.525,,36.98085520166528,14.339928501342238,44.3414568224364,13.833337615811507,0.9117174860166415,0.5588489891237782,n,n,n,n,1.0138780484867311,0.34197580342251044,n,n,y,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
42,2022-08-31 10:45:00,12414.0,12414.0,12414.0,12414.0,17717,0.9117174860166415,0.35286849689286326,0.5588489891237782,53.482876890910404,0,0,12414.4,12412.6125,,22.69379494509236,15.235979706047857,36.98085520166528,14.339928501342238,1.1029710707371123,0.667673405446445,n,n,n,n,0.9852561108127702,0.4706318649005624,n,n,y,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
43,2022-08-31 10:46:00,12417.25,12417.25,12417.25,12417.25,17753,1.1029710707371123,0.43529766529066727,0.667673405446445,59.70150908802078,0,0,12415.025,12412.875,,19.135224520715145,18.208484470580828,22.69379494509236,15.235979706047857,1.659047570779876,0.8659482385131312,n,n,n,n,0.9117174860166415,0.5588489891237782,n,n,y,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
44,2022-08-31 10:47:00,12422.5,12422.5,12422.5,12422.5,17860,1.659047570779876,0.7930993322667448,0.8659482385131312,67.30515567835297,0,0,12415.975,12413.55,,31.786369690995148,22.060899467208266,19.135224520715145,18.208484470580828,2.3550157965019025,1.1637617501108855,n,n,n,n,1.1029710707371123,0.667673405446445,n,n,y,n,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
45,2022-08-31 10:48:00,12426.0,12426.0,12426.0,12426.0,18116,2.3550157965019025,1.191254046391017,1.1637617501108855,71.20576226940094,1,0,12417.45,12414.2875,,40.41489762149137,28.670037481404236,31.786369690995148,22.060899467208266,2.7936801807973097,1.4897454362481704,n,n,n,n,1.659047570779876,0.8659482385131312,n,n,y,n,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
46,2022-08-31 10:49:00,12425.0,12425.0,12425.0,12425.0,18216,2.7936801807973097,1.3039347445491394,1.4897454362481704,68.68444270203027,0,0,12418.65,12414.7875,,44.02897806892084,35.416260508458166,40.41489762149137,28.670037481404236,3.0257542120161816,1.7969471914017725,n,n,n,n,2.3550157965019025,1.1637617501108855,n,n,y,n,n,n,y,Nan,Nan,0.0,1.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
47,2022-08-31 10:50:00,12424.0,12424.0,12424.0,12424.0,18260,3.0257542120161816,1.228807020614409,1.7969471914017725,66.16152577968259,0,0,12419.3,12415.3,,49.76364169072618,39.56746013262293,44.02897806892084,35.416260508458166,2.993609886481863,2.0362797304177906,n,n,n,n,2.7936801807973097,1.4897454362481704,n,n,y,n,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
48,2022-08-31 10:51:00,12421.75,12421.75,12421.75,12421.75,18314,2.993609886481863,0.9573301560640726,2.0362797304177906,60.75413662130297,0,0,12419.75,12415.775,,49.69109037982579,41.03307564298661,49.76364169072618,39.56746013262293,2.9741964133536385,2.2238630670049604,n,n,n,n,3.0257542120161816,1.7969471914017725,n,n,y,n,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
49,2022-08-31 10:52:00,12422.25,12422.25,12422.25,12422.25,18341,2.9741964133536385,0.7503333463486781,2.2238630670049604,61.507033786500884,0,0,12420.2,12416.425,12413.755,49.76364169072618,40.688100997364785,49.69109037982579,41.03307564298661,2.865263391235203,2.352143131851009,n,n,n,n,2.993609886481863,2.0362797304177906,n,n,y,n,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
50,2022-08-31 10:53:00,12421.5,12421.5,12421.5,12421.5,18370,2.865263391235203,0.5131202593841939,2.352143131851009,59.658241318184835,0,0,12420.875,12417.1,12414.02,41.64970023671884,38.63353060985242,49.76364169072618,40.688100997364785,2.78715047201149,2.439144599883105,n,n,n,n,2.9741964133536385,2.2238630670049604,n,n,y,n,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
51,2022-08-31 10:54:00,12422.0,12422.0,12422.0,12422.0,18404,2.78715047201149,0.34800587212838474,2.439144599883105,60.51043662092904,0,0,12421.625,12417.75,12414.315,27.733489356148443,36.551514131744746,41.64970023671884,38.63353060985242,2.7340745327692275,2.49813058646033,n,n,n,n,2.865263391235203,2.352143131851009,n,n,y,n,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
52,2022-08-31 10:55:00,12422.5,12422.5,12422.5,12422.5,18447,2.7340745327692275,0.2359439463088977,2.49813058646033,61.388815960278386,0,0,12422.475,12418.4375,12414.55,3.7276385433612473,33.70746150829701,27.733489356148443,36.551514131744746,2.84082045463947,2.566668560096158,n,n,n,n,2.78715047201149,2.439144599883105,n,n,y,n,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
53,2022-08-31 10:56:00,12424.75,12424.75,12424.75,12424.75,18491,2.84082045463947,0.2741518945433121,2.566668560096158,65.14589953560886,0,0,12423.225,12419.125,12414.81,-9.03948280335512,32.613130347758386,3.7276385433612473,33.70746150829701,2.5929339779886504,2.5719216436746564,n,n,n,n,2.7340745327692275,2.49813058646033,n,n,y,n,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
54,2022-08-31 10:57:00,12421.0,12421.0,12421.0,12421.0,18519,2.5929339779886504,0.021012334313994074,2.5719216436746564,55.45978973508176,0,0,12423.075,12419.525,12415.04,-18.200238248885412,29.67988854300128,-9.03948280335512,32.613130347758386,2.429000881149477,2.5433374911696207,y,y,n,n,2.84082045463947,2.566668560096158,n,n,y,n,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
55,2022-08-31 10:58:00,12421.75,12421.75,12421.75,12421.75,18565,2.429000881149477,-0.1143366100201435,2.5433374911696207,56.841889534559265,0,0,12422.65,12420.05,12415.325,-11.64343149876168,25.222903591022465,-18.200238248885412,29.67988854300128,2.2529393280001386,2.485257858535724,n,n,y,y,2.5929339779886504,2.5719216436746564,n,y,n,y,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
56,2022-08-31 10:59:00,12421.5,12421.5,12421.5,12421.5,18588,2.2529393280001386,-0.2323185305355855,2.485257858535724,56.21569659539887,0,0,12422.3,12420.475,12415.555,-6.397354127522796,20.82937389229164,-11.64343149876168,25.222903591022465,2.129210882336338,2.4140484632958468,n,n,n,n,2.429000881149477,2.5433374911696207,n,n,n,y,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
57,2022-08-31 11:00:00,12422.0,12422.0,12422.0,12422.0,18610,2.129210882336338,-0.28483758095950895,2.4140484632958468,57.2305150568993,0,0,12422.1,12420.7,12415.715,-0.8680514497455426,19.55825153699744,-6.397354127522796,20.82937389229164,1.8883500102947437,2.3089087726956263,n,n,n,n,2.2529393280001386,2.485257858535724,n,n,n,y,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
58,2022-08-31 11:01:00,12420.5,12420.5,12420.5,12420.5,18632,1.8883500102947437,-0.42055876240088264,2.3089087726956263,53.24354634771999,0,0,12421.975,12420.8625,12415.86,-7.167750467036166,16.59049558110486,-0.8680514497455426,19.55825153699744,1.7778367913397233,2.2026943764244455,n,n,n,n,2.129210882336338,2.4140484632958468,n,n,n,y,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
59,2022-08-31 11:02:00,12421.75,12421.75,12421.75,12421.75,18666,1.7778367913397233,-0.42485758508472227,2.2026943764244455,55.99475216645706,0,0,12421.925,12421.0625,12416.0,-6.8256569109255505,14.652873984573434,-7.167750467036166,16.59049558110486,1.571277012486462,2.076410903636849,n,n,n,n,1.8883500102947437,2.3089087726956263,n,n,n,y,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
60,2022-08-31 11:03:00,12420.5,12420.5,12420.5,12420.5,18728,1.571277012486462,-0.5051338911503871,2.076410903636849,52.65795223989424,0,0,12421.825,12421.35,12416.09,-12.721691137244358,8.741306413690085,-6.8256569109255505,14.652873984573434,1.2718780175146094,1.915504326412401,n,n,n,n,1.7778367913397233,2.2026943764244455,n,n,n,y,n,n,y,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
61,2022-08-31 11:04:00,12419.0,12419.0,12419.0,12419.0,18765,1.2718780175146094,-0.6436263088977916,1.915504326412401,48.8927103415795,0,0,12421.525,12421.575,12416.125,-20.212789538885474,0.689239287253213,-12.721691137244358,8.741306413690085,0.9031536993170448,1.7130342009933297,n,n,n,n,1.571277012486462,2.076410903636849,n,n,n,y,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
62,2022-08-31 11:05:00,12417.5,12417.5,12417.5,12417.5,18830,0.9031536993170448,-0.8098805016762849,1.7130342009933297,45.39696028077987,0,0,12421.025,12421.75,12416.15,-27.59729586864372,-9.413414170810926,-20.212789538885474,0.689239287253213,0.8034049748112011,1.531108355756904,n,n,n,n,1.2718780175146094,1.915504326412401,n,n,n,y,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
63,2022-08-31 11:06:00,12420.0,12420.0,12420.0,12420.0,18890,0.8034049748112011,-0.727703380945703,1.531108355756904,51.60722636740781,0,0,12420.55,12421.8875,12416.245,-18.27854580963876,-14.67303356786736,-27.59729586864372,-9.413414170810926,0.716098652479559,1.368106415101435,n,n,n,n,0.9031536993170448,1.7130342009933297,n,n,n,y,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
64,2022-08-31 11:07:00,12420.0,12420.0,12420.0,12420.0,18905,0.716098652479559,-0.6520077626218761,1.368106415101435,51.60722636740782,0,0,12420.45,12421.7625,12416.405,-18.27854580963876,-15.59629636667991,-18.27854580963876,-14.67303356786736,0.5398204950688523,1.2024492310949184,n,n,n,n,0.8034049748112011,1.531108355756904,n,n,n,y,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
65,2022-08-31 11:08:00,12418.75,12418.75,12418.75,12418.75,18944,0.5398204950688523,-0.6626287360260661,1.2024492310949184,48.41417920930841,0,0,12420.15,12421.4,12416.5,-18.591067726780306,-14.319708215195758,-18.27854580963876,-15.59629636667991,0.355672987183425,1.0330939823126197,n,n,n,n,0.716098652479559,1.368106415101435,n,n,n,y,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
66,2022-08-31 11:09:00,12418.25,12418.25,12418.25,12418.25,18993,0.355672987183425,-0.6774209951291947,1.0330939823126197,47.157314438581516,0,0,12419.825,12421.0625,12416.6,-19.290046219188735,-13.680925359319366,-18.591067726780306,-14.319708215195758,0.30705972046780516,0.8878871299436568,n,n,n,n,0.5398204950688523,1.2024492310949184,n,n,n,y,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
67,2022-08-31 11:10:00,12419.5,12419.5,12419.5,12419.5,19045,0.30705972046780516,-0.5808274094758517,0.8878871299436568,50.60942542843813,0,0,12419.575,12420.8375,12416.755,-12.55638026694273,-12.372486716664039,-19.290046219188735,-13.680925359319366,-0.013729132037042291,0.707563877547517,n,n,n,n,0.355672987183425,1.0330939823126197,n,n,n,y,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
68,2022-08-31 11:11:00,12416.0,12416.0,12416.0,12416.0,19106,-0.013729132037042291,-0.7212930095845593,0.707563877547517,42.28060054016628,0,0,12419.125,12420.55,12416.895,-19.598811324586006,-15.326175854945124,-12.55638026694273,-12.372486716664039,-0.4045041118388326,0.4851502796702471,n,n,n,n,0.30705972046780516,0.8878871299436568,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
69,2022-08-31 11:12:00,12414.25,12414.25,12414.25,12414.25,19119,-0.4045041118388326,-0.8896543915090798,0.4851502796702471,38.83889378711056,0,0,12418.375,12420.15,12416.985,-24.083196196657276,-18.63503465650078,-19.598811324586006,-15.326175854945124,-0.4866838924590411,0.2907834452443894,n,n,n,n,-0.013729132037042291,0.707563877547517,n,n,n,n,n,n,n,Nan,Nan,0.0,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
