,Datetime,Open,High,Low,Close,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_80,RSI_14_B_20,MA10,MA20,MA50,slopes,slopess1p,slope_chg_dn,slope_chg_up,slope_chg_up_s1,slope_chg_dn_s1,ma1s1,ma1s2,ma2s1,ma2s2,buy_pt,sell_pt,buy_pt_s1,sell_pt_s1,macds1,macdss1,macdps1,macdsps1,dn_to_up,up_to_dn,vol_gt2,buy_price,Buy,Buy_zero,tot_buy,Buy_count_tmp,Buy_count,Sell,Sell_zero,tot_sell,Sell_count_tmp,Sell_count,Sell_dep_buy,Sell_dep_buy_zero,tot_sell_dep_buy,Sell_dep_buy_tmp,Sell_dep_buy_count
23,2022-08-22 09:16:00,13069.25,13069.25,13069.25,13069.25,,,,41.87373761242269,0,0,13069.575,13067.0125,,2.16925758972851,13.544973367945529,NaN,NaN,NaN,NaN,13070.075,13070.325,13067.275,13067.6125,n,n,n,n,,,,,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
24,2022-08-22 09:16:00,13072.25,13072.25,13072.25,13072.25,,,,50.83001245069939,0,0,13070.075,13067.275,,1.648968533164746,2.16925758972851,NaN,NaN,NaN,NaN,13070.325,13070.375,13067.6125,13067.925,n,n,n,n,,,,,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
25,2022-08-22 09:16:00,13071.5,13071.5,13071.5,13071.5,,,,48.80537457787156,0,0,13070.325,13067.6125,,1.9958634289664445,1.648968533164746,NaN,NaN,NaN,NaN,13070.375,13070.525,13067.925,13068.425,n,n,n,n,,,,,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
26,2022-08-22 09:17:00,13071.5,13071.5,13071.5,13071.5,,,,48.80537457787156,0,0,13070.375,13067.925,,8.190861376463381,1.9958634289664445,NaN,NaN,NaN,NaN,13070.525,13070.95,13068.425,13068.9,n,n,n,n,,,,,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
27,2022-08-22 09:17:00,13072.25,13072.25,13072.25,13072.25,,,,51.065893615688275,0,0,13070.525,13068.425,,15.17428592679744,8.190861376463381,NaN,NaN,NaN,NaN,13070.95,13071.275,13068.9,13069.4375,n,n,n,n,,,,,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
28,2022-08-22 09:17:00,13074.5,13074.5,13074.5,13074.5,,,,57.175115978317535,0,0,13070.95,13068.9,,25.159301916031655,15.17428592679744,NaN,NaN,NaN,NaN,13071.275,13071.975,13069.4375,13070.05,n,n,n,n,,,,,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
29,2022-08-22 09:18:00,13074.25,13074.25,13074.25,13074.25,,,,56.333558791906725,0,0,13071.275,13069.4375,,33.14575383582177,25.159301916031655,NaN,NaN,NaN,NaN,13071.975,13072.55,13070.05,13070.65,n,n,n,n,,,,,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
30,2022-08-22 09:18:00,13075.5,13075.5,13075.5,13075.5,,,,59.54023166710834,0,0,13071.975,13070.05,,34.93371577224734,33.14575383582177,NaN,NaN,NaN,NaN,13072.55,13073.025,13070.65,13071.15,n,n,n,n,,,,,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
31,2022-08-22 09:18:00,13075.25,13075.25,13075.25,13075.25,,,,58.61315292624359,0,0,13072.55,13070.65,,35.45547443444187,34.93371577224734,NaN,NaN,NaN,NaN,13073.025,13073.525,13071.15,13071.55,n,n,n,n,,,,,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
32,2022-08-22 09:19:00,13074.0,13074.0,13074.0,13074.0,,,,54.07906474698928,0,0,13073.025,13071.15,,29.735531463553766,35.45547443444187,NaN,NaN,NaN,NaN,13073.525,13074.025,13071.55,13072.05,n,n,n,n,2.2639645716717496,2.141297458082489,,,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
33,2022-08-22 09:19:00,13074.25,13074.25,13074.25,13074.25,2.2639645716717496,0.12266711358926052,2.141297458082489,54.83162968190036,0,0,13073.525,13071.55,,21.124719146072483,29.735531463553766,NaN,NaN,NaN,NaN,13074.025,13074.5,13072.05,13072.4125,n,n,n,n,2.428218891083816,2.1986817446827542,,,n,n,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
34,2022-08-22 09:19:00,13077.25,13077.25,13077.25,13077.25,2.428218891083816,0.2295371464010616,2.1986817446827542,62.725815341343505,0,0,13074.025,13072.05,,26.773020425308598,21.124719146072483,NaN,NaN,NaN,NaN,13074.5,13075.025,13072.4125,13072.7,n,n,n,n,2.4494640827469993,2.2488382122956034,2.2639645716717496,2.141297458082489,n,n,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
35,2022-08-22 09:20:00,13076.25,13076.25,13076.25,13076.25,2.4494640827469993,0.2006258704513959,2.2488382122956034,59.02279486255303,0,0,13074.5,13072.4125,,24.587683914423874,26.773020425308598,NaN,NaN,NaN,NaN,13075.025,13075.55,13072.7,13073.0375,n,n,n,n,2.478081095216112,2.294686788879705,2.428218891083816,2.1986817446827542,n,n,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
36,2022-08-22 09:20:00,13076.75,13076.75,13076.75,13076.75,2.478081095216112,0.18339430633640674,2.294686788879705,60.28525102947214,0,0,13075.025,13072.7,,20.821961067034678,24.587683914423874,NaN,NaN,NaN,NaN,13075.55,13075.9,13073.0375,13073.425,n,n,n,n,2.532090650907776,2.3421675612853194,2.4494640827469993,2.2488382122956034,n,n,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
37,2022-08-22 09:20:00,13077.5,13077.5,13077.5,13077.5,2.532090650907776,0.1899230896224564,2.3421675612853194,62.168069375085054,0,0,13075.55,13073.0375,,18.27854580963876,20.821961067034678,NaN,NaN,NaN,NaN,13075.9,13076.325,13073.425,13073.8,n,n,n,n,2.585436135841519,2.3908212761965593,2.478081095216112,2.294686788879705,n,n,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
38,2022-08-22 09:21:00,13078.0,13078.0,13078.0,13078.0,2.585436135841519,0.19461485964495973,2.3908212761965593,63.413365081129605,0,0,13075.9,13073.425,,21.501434324047903,18.27854580963876,NaN,NaN,NaN,NaN,13076.325,13076.325,13073.8,13074.15,n,n,n,n,2.6376534116625407,2.4401877032897556,2.532090650907776,2.3421675612853194,n,n,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
39,2022-08-22 09:21:00,13078.5,13078.5,13078.5,13078.5,2.6376534116625407,0.1974657083727851,2.4401877032897556,64.6659079687295,0,0,13076.325,13073.8,,23.062247162425862,21.501434324047903,NaN,NaN,NaN,NaN,13076.325,13076.425,13074.15,13074.4875,y,y,n,n,2.4091894150933513,2.4339880456504748,2.585436135841519,2.3908212761965593,n,n,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
40,2022-08-22 09:21:00,13075.5,13075.5,13075.5,13075.5,2.4091894150933513,-0.024798630557123502,2.4339880456504748,52.95229523379486,0,0,13076.325,13074.15,,18.043412005331277,23.062247162425862,NaN,NaN,NaN,NaN,13076.425,13076.425,13074.4875,13074.725,n,n,y,y,2.2625673161837767,2.399703899757135,2.6376534116625407,2.4401877032897556,n,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
41,2022-08-22 09:22:00,13076.25,13076.25,13076.25,13076.25,2.2625673161837767,-0.13713658357335845,2.399703899757135,55.14005153895377,0,0,13076.425,13074.4875,,14.036243467926479,18.043412005331277,NaN,NaN,NaN,NaN,13076.425,13076.3,13074.725,13074.9125,n,n,n,n,1.9424210299603146,2.308247325797771,2.4091894150933513,2.4339880456504748,n,n,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
42,2022-08-22 09:22:00,13074.0,13074.0,13074.0,13074.0,1.9424210299603146,-0.3658262958374565,2.308247325797771,47.93814233699879,0,0,13076.425,13074.725,,-2.515923520215444,14.036243467926479,y,NaN,NaN,NaN,13076.3,13075.6,13074.9125,13074.8125,n,n,n,n,1.5896862355693884,2.1645351077520947,2.2625673161837767,2.399703899757135,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
43,2022-08-22 09:22:00,13073.0,13073.0,13073.0,13073.0,1.5896862355693884,-0.5748488721827063,2.1645351077520947,45.117624413629365,0,0,13076.3,13074.9125,,-20.59409022030878,-2.515923520215444,NaN,NaN,NaN,y,13075.6,13075.025,13074.8125,13074.7625,n,n,n,n,1.075837764343305,1.9467956390703367,1.9424210299603146,2.308247325797771,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
44,2022-08-22 09:23:00,13070.25,13070.25,13070.25,13070.25,1.075837764343305,-0.8709578747270317,1.9467956390703367,38.42260492250434,0,0,13075.6,13074.8125,,-32.717672418639346,-20.59409022030878,NaN,NaN,NaN,NaN,13075.025,13074.525,13074.7625,13074.775,n,n,n,n,0.6809326912825782,1.693623049512785,1.5896862355693884,2.1645351077520947,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
45,2022-08-22 09:23:00,13070.5,13070.5,13070.5,13070.5,0.6809326912825782,-1.012690358230207,1.693623049512785,39.30437429960051,0,0,13075.025,13074.7625,,-41.259593758367586,-32.717672418639346,NaN,NaN,NaN,NaN,13074.525,13074.175,13074.775,13074.8625,n,n,n,n,0.46348931277316296,1.4475963021648606,1.075837764343305,1.9467956390703367,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
46,2022-08-22 09:23:00,13071.75,13071.75,13071.75,13071.75,0.46348931277316296,-0.9841069893916976,1.4475963021648606,43.64934967466852,0,0,13074.525,13074.775,,-43.256170655097556,-41.259593758367586,NaN,NaN,NaN,NaN,13074.175,13073.8,13074.8625,13074.85,n,n,n,n,0.46733294143086823,1.251543630018062,0.6809326912825782,1.693623049512785,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
47,2022-08-22 09:24:00,13074.0,13074.0,13074.0,13074.0,0.46733294143086823,-0.7842106885871938,1.251543630018062,50.516096930156216,0,0,13074.175,13074.8625,,-37.639844973201946,-43.256170655097556,NaN,NaN,NaN,NaN,13073.8,13073.3,13074.85,13074.8125,n,n,n,n,0.48496161982257036,1.0982272279789638,0.46348931277316296,1.4475963021648606,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
48,2022-08-22 09:24:00,13074.25,13074.25,13074.25,13074.25,0.48496161982257036,-0.6132656081563934,1.0982272279789638,51.22726365175553,0,0,13073.8,13074.85,,-27.11794865391289,-37.639844973201946,NaN,NaN,NaN,NaN,13073.3,13073.35,13074.8125,13074.8375,n,n,n,n,0.43341757446069096,0.9652652972753092,0.46733294143086823,1.251543630018062,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
49,2022-08-22 09:24:00,13073.5,13073.5,13073.5,13073.5,0.43341757446069096,-0.5318477228146182,0.9652652972753092,48.95424112790512,0,0,13073.3,13074.8125,13071.165,-12.1421775334,-27.11794865391289,NaN,NaN,NaN,NaN,13073.35,13073.55,13074.8375,13074.9875,n,n,n,n,0.5875250309491094,0.8897172440100692,0.48496161982257036,1.0982272279789638,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
50,2022-08-22 09:25:00,13076.0,13076.0,13076.0,13076.0,0.5875250309491094,-0.3021922130609599,0.8897172440100692,55.96777140988283,0,0,13073.35,13074.8375,13071.195,4.504906863607023,-12.1421775334,NaN,y,NaN,NaN,13073.55,13073.9,13074.9875,13075.1625,n,n,n,n,0.8810562286998902,0.8879850409480334,0.43341757446069096,0.9652652972753092,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
51,2022-08-22 09:25:00,13078.25,13078.25,13078.25,13078.25,0.8810562286998902,-0.006928812248143235,0.8879850409480334,61.14241045468616,0,0,13073.55,13074.9875,13071.35,28.34215444342134,4.504906863607023,NaN,NaN,y,NaN,13073.9,13074.175,13075.1625,13075.2375,y,y,n,n,1.041161227181874,0.9186202781948015,0.5875250309491094,0.8897172440100692,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
52,2022-08-22 09:25:00,13077.5,13077.5,13077.5,13077.5,1.041161227181874,0.12254094898707246,0.9186202781948015,58.667440317488285,0,0,13073.9,13075.1625,13071.485,38.12654201163715,28.34215444342134,NaN,NaN,NaN,NaN,13074.175,13074.95,13075.2375,13075.275,n,n,y,y,1.0151333914946008,0.9379229008547614,0.8810562286998902,0.8879850409480334,y,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
53,2022-08-22 09:26:00,13075.75,13075.75,13075.75,13075.75,1.0151333914946008,0.07721049063983942,0.9379229008547614,53.25096964664618,0,0,13074.175,13075.2375,13071.605,39.548448901287266,38.12654201163715,NaN,NaN,NaN,NaN,13074.95,13075.825,13075.275,13075.425,n,n,n,n,1.162659920326405,0.9828703047490901,1.041161227181874,0.9186202781948015,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
54,2022-08-22 09:26:00,13078.0,13078.0,13078.0,13078.0,1.162659920326405,0.17978961557731488,0.9828703047490901,58.54974616340877,0,0,13074.95,13075.275,13071.825,37.69424046668917,39.548448901287266,NaN,NaN,NaN,NaN,13075.825,13076.6,13075.425,13075.5625,n,n,n,n,1.3647087971003202,1.059238003219336,1.0151333914946008,0.9379229008547614,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
55,2022-08-22 09:26:00,13079.25,13079.25,13079.25,13079.25,1.3647087971003202,0.3054707938809842,1.059238003219336,61.18211671517266,0,0,13075.825,13075.425,13072.115,35.39783194595728,37.69424046668917,NaN,NaN,NaN,NaN,13076.6,13077.25,13075.5625,13075.7125,n,n,n,n,1.5273999820692552,1.1528703989893199,1.162659920326405,0.9828703047490901,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
56,2022-08-22 09:27:00,13079.5,13079.5,13079.5,13079.5,1.5273999820692552,0.37452958307993534,1.1528703989893199,61.70591753815615,0,0,13076.6,13075.5625,13072.4,32.5946018463603,35.39783194595728,NaN,NaN,NaN,NaN,13077.25,13077.825,13075.7125,13075.8125,n,n,n,n,1.717230397847743,1.2657423987610046,1.3647087971003202,1.059238003219336,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
57,2022-08-22 09:27:00,13080.5,13080.5,13080.5,13080.5,1.717230397847743,0.4514879990867384,1.2657423987610046,63.8095642851178,0,0,13077.25,13075.7125,13072.765,34.16818532502535,32.5946018463603,NaN,NaN,NaN,NaN,13077.825,13078.5,13075.8125,13075.9,n,n,n,n,1.8065023145081796,1.3738943819104397,1.5273999820692552,1.1528703989893199,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
58,2022-08-22 09:27:00,13080.0,13080.0,13080.0,13080.0,1.8065023145081796,0.4326079325977399,1.3738943819104397,61.97631475962764,0,0,13077.825,13075.8125,13073.065,32.16118372009919,34.16818532502535,NaN,NaN,NaN,NaN,13078.5,13078.925,13075.9,13076.1375,n,n,n,n,1.8758007983342395,1.4742756651951996,1.717230397847743,1.2657423987610046,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
59,2022-08-22 09:28:00,13080.25,13080.25,13080.25,13080.25,1.8758007983342395,0.4015251331390399,1.4742756651951996,62.55558016936168,0,0,13078.5,13075.9,13073.4,25.301378625419726,32.16118372009919,NaN,NaN,NaN,NaN,13078.925,13078.925,13076.1375,13076.2375,n,n,n,n,1.9087178349709575,1.5611640991503513,1.8065023145081796,1.3738943819104397,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
60,2022-08-22 09:28:00,13080.25,13080.25,13080.25,13080.25,1.9087178349709575,0.3475537358206062,1.5611640991503513,62.55558016936168,0,0,13078.925,13076.1375,13073.74,21.876208111630728,25.301378625419726,NaN,NaN,NaN,NaN,13078.925,13079.125,13076.2375,13076.5125,n,n,n,n,1.7532116062957357,1.599573600579428,1.8758007983342395,1.4742756651951996,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
61,2022-08-22 09:28:00,13078.25,13078.25,13078.25,13078.25,1.7532116062957357,0.1536380057163076,1.599573600579428,54.80861550555536,0,0,13078.925,13076.2375,13074.04,17.728920641422192,21.876208111630728,NaN,NaN,NaN,NaN,13079.125,13079.45,13076.5125,13076.8125,n,n,n,n,1.711111722219357,1.621881224907414,1.9087178349709575,1.5611640991503513,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
62,2022-08-22 09:29:00,13079.5,13079.5,13079.5,13079.5,1.711111722219357,0.0892304973119431,1.621881224907414,58.285699521727075,0,0,13079.125,13076.5125,13074.35,14.362595393237408,17.728920641422192,NaN,NaN,NaN,NaN,13079.45,13079.7,13076.8125,13077.325,y,y,n,n,1.618741593987579,1.621253298723447,1.7532116062957357,1.599573600579428,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
63,2022-08-22 09:29:00,13079.0,13079.0,13079.0,13079.0,1.618741593987579,-0.0025117047358678146,1.621253298723447,56.415855455445886,0,0,13079.45,13076.8125,13074.605,1.3887165895513243,14.362595393237408,NaN,NaN,NaN,NaN,13079.7,13080.025,13077.325,13077.925,y,y,y,y,1.6475827574049617,1.6265191904597498,1.711111722219357,1.621881224907414,n,y,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
64,2022-08-22 09:29:00,13080.5,13080.5,13080.5,13080.5,1.6475827574049617,0.021063566945211942,1.6265191904597498,60.508917722456204,0,0,13079.7,13077.325,13074.87,-0.8680514497455426,1.3887165895513243,y,NaN,NaN,NaN,13080.025,13080.375,13077.925,13078.4875,n,n,y,y,1.8109473981749034,1.6634048320027806,1.618741593987579,1.621253298723447,y,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
65,2022-08-22 09:30:00,13082.5,13082.5,13082.5,13082.5,1.8109473981749034,0.1475425661721228,1.6634048320027806,65.20142262394593,0,0,13080.025,13077.925,13075.14,6.140024307103919,-0.8680514497455426,NaN,y,NaN,y,13080.375,13080.175,13078.4875,13078.7125,n,n,n,n,1.9581881007925404,1.7223614857607326,1.6475827574049617,1.6265191904597498,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
66,2022-08-22 09:30:00,13083.0,13083.0,13083.0,13083.0,1.9581881007925404,0.2358266150318078,1.7223614857607326,66.28016040866534,0,0,13080.375,13078.4875,13075.38,13.216324063790612,6.140024307103919,NaN,NaN,y,NaN,13080.175,13079.45,13078.7125,13078.6375,y,y,n,n,1.6922577327495674,1.7163407351584996,1.8109473981749034,1.6634048320027806,n,n,n,NaN,NaN,0,0.0,0,0,,0,0.0,0,0,NaN,0.0,0.0,0,0
