,Datetime,Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30,MA10,MA20,MA50,slopes,slopes20,slopess1p,slopes20s1p,macd_slopes10,macds1,macdss1,buy_pt,sell_pt,buy_pt_s1,sell_pt_s1,macdps1,macdsps1,macd_dn_to_up,macd_up_to_dn,macd_above_up,macd_above_dn,macd_below_up,macd_below_dn,vol_gt2,max,min,max_macd_val,max_macd_idx,min_macd_val,min_macd_idx,buy_price,Buy,Buy_zero,tot_buy,Buy_count_tmp,Buy_count,Sell,Sell_zero,tot_sell,Sell_count_tmp,Sell_count
35,2022-09-06 00:36:00,12163.75,12163.75,12163.75,12163.75,129445,5.959105318301226,-0.46831594648832464,6.427421264789551,73.23425118605932,1,0,12158.85,12156.975,,44.207942907837605,26.392474049839155,34.16818532502535,26.874383513895545,-11.196398361408404,5.6594008356914856,6.273817178969939,n,n,n,n,5.949504780564894,6.544500251411632,n,n,n,y,n,n,y,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
36,2022-09-06 00:37:00,12160.75,12160.75,12160.75,12160.75,129503,5.6594008356914856,-0.6144163432784531,6.273817178969939,64.19552699419357,0,0,12159.325,12157.325,,41.5526131481348,26.530577186344583,44.207942907837605,26.392474049839155,-8.808659341578153,5.51963919449372,6.122981582074695,n,n,n,n,5.959105318301226,6.427421264789551,n,n,n,y,n,n,y,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
37,2022-09-06 00:38:00,12162.75,12162.75,12162.75,12162.75,129611,5.51963919449372,-0.6033423875809749,6.122981582074695,67.10993927855571,0,0,12160.05,12157.8625,,39.28940686250036,26.22804648176934,41.5526131481348,26.530577186344583,-7.1230131768920115,5.207636322393228,5.939912530138402,n,n,n,n,5.6594008356914856,6.273817178969939,n,n,n,y,n,n,y,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
38,2022-09-06 00:39:00,12161.0,12161.0,12161.0,12161.0,129683,5.207636322393228,-0.7322762077451745,5.939912530138402,62.32917002036834,0,0,12160.425,12158.325,,34.34609740006152,23.796397315637407,39.28940686250036,26.22804648176934,-6.3222708837393355,4.963672404679528,5.744664505046628,n,n,n,n,5.51963919449372,6.122981582074695,n,n,n,y,n,n,y,Nan,Nan,,,5.207636322393228,5.207636322393228,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
39,2022-09-06 00:40:00,12161.75,12161.75,12161.75,12161.75,129791,4.963672404679528,-0.7809921003670999,5.744664505046628,63.52832293978864,0,0,12160.925,12158.7875,,27.049131941639143,21.699208522122493,34.34609740006152,23.796397315637407,-6.402311437568634,4.077789877641408,5.411289579565584,n,n,n,n,5.207636322393228,5.939912530138402,n,n,n,y,n,n,y,Nan,Nan,4.963672404679528,4.963672404679528,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
40,2022-09-06 00:41:00,12153.75,12153.75,12153.75,12153.75,130293,4.077789877641408,-1.3334997019241763,5.411289579565584,46.518250582614606,0,0,12160.575,12158.65,,-7.167750467036166,16.16421117588221,27.049131941639143,21.699208522122493,-9.24675702401205,3.3372518307878636,4.996482029810041,n,n,n,n,4.963672404679528,5.744664505046628,n,n,n,y,n,n,y,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
41,2022-09-06 00:42:00,12153.75,12153.75,12153.75,12153.75,130413,3.3372518307878636,-1.6592301990221774,4.996482029810041,46.5182505826146,0,0,12160.3,12158.65,,-37.58536970902528,8.10899227265467,-7.167750467036166,16.16421117588221,-14.141567774528756,2.6990838244964834,4.53700238874733,n,n,n,n,4.077789877641408,5.411289579565584,n,n,n,y,n,n,y,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
42,2022-09-06 00:43:00,12153.5,12153.5,12153.5,12153.5,130463,2.6990838244964834,-1.8379185642508462,4.53700238874733,46.071168376850935,0,0,12159.65,12158.55,,-49.251194555797696,1.0983935263286915,-37.58536970902528,8.10899227265467,-19.295900066757145,2.2281649155829655,4.075234894114457,n,n,n,n,3.3372518307878636,4.996482029810041,n,n,n,y,n,n,y,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
43,2022-09-06 00:44:00,12154.25,12154.25,12154.25,12154.25,130543,2.2281649155829655,-1.8470699785314917,4.075234894114457,47.6952617065739,0,0,12158.975,12158.3,,-53.776499375226514,-1.7872207602608583,-49.251194555797696,1.0983935263286915,-23.718202772307876,1.9135912414712948,3.642906163585825,n,n,n,n,2.6990838244964834,4.53700238874733,n,n,n,y,n,n,y,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
44,2022-09-06 00:45:00,12155.25,12155.25,12155.25,12155.25,130580,1.9135912414712948,-1.72931492211453,3.642906163585825,49.86331046927712,0,0,12158.05,12158.175,,-50.19442890773481,-4.7707720222820615,-53.776499375226514,-1.7872207602608583,-26.154700963320874,1.6852091179789568,3.2513667544644513,n,n,n,n,2.2281649155829655,4.075234894114457,n,n,n,y,n,n,y,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
