,Datetime,Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30,MA10,MA20,MA50,old_slope20,old_ma10_50,slopes,old_slope20s1,slope_chg_dn,slope_chg_up,slope_chg_up_s1,slope_chg_dn_s1,ma1s1,ma1s2,ma2s1,ma2s2,buy_pt,sell_pt,buy_pt_s1,sell_pt_s1,buy_price,Buy,Buy_zero,tot_buy,Buy_count_tmp,Buy_count,Sell,Sell_zero,tot_sell,Sell_count_tmp,Sell_count
18,2022-09-06 00:19:00,12151.75,12151.75,12151.75,12151.75,127987,,,,75.74860375028223,1,0,12147.825,,,0.0,0.0,56.22963010261532,0.0,NaN,NaN,NaN,NaN,12149.2,12150.75,12142.125,12143.2875,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
19,2022-09-06 00:20:00,12152.5,12152.5,12152.5,12152.5,128028,,,,76.64728091303488,1,0,12149.2,12142.125,,48.78900845456889,,48.87852450284771,0.0,NaN,NaN,NaN,NaN,12150.75,12151.75,12143.2875,12144.3,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
20,2022-09-06 00:21:00,12156.5,12156.5,12156.5,12156.5,128092,,,,80.74540229998674,1,0,12150.75,12143.2875,,46.739709238957516,,44.91305654698689,48.78900845456889,NaN,NaN,NaN,NaN,12151.75,12152.575,12144.3,12145.35,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
21,2022-09-06 00:22:00,12153.75,12153.75,12153.75,12153.75,128160,,,,71.46062371999633,1,0,12151.75,12144.3,,46.63137461171469,,34.75830426248609,46.739709238957516,NaN,NaN,NaN,NaN,12152.575,12153.35,12145.35,12146.6625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
22,2022-09-06 00:23:00,12155.5,12155.5,12155.5,12155.5,128237,,,,73.5453356092254,1,0,12152.575,12145.35,,46.743713294199246,,30.899881664987,46.63137461171469,NaN,NaN,NaN,NaN,12153.35,12154.15,12146.6625,12147.925,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
23,2022-09-06 00:24:00,12159.25,12159.25,12159.25,12159.25,128380,,,,77.36150030837894,1,0,12153.35,12146.6625,,43.71359334433771,,41.698134325565,46.743713294199246,NaN,NaN,NaN,NaN,12154.15,12155.1,12147.925,12149.0625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
24,2022-09-06 00:25:00,12157.75,12157.75,12157.75,12157.75,128442,,,,72.83551908498676,1,0,12154.15,12147.925,,45.697864168792584,,41.698134325565,43.71359334433771,NaN,NaN,NaN,NaN,12155.1,12155.325,12149.0625,12150.025,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
25,2022-09-06 00:26:00,12158.25,12158.25,12158.25,12158.25,128490,8.070215423736954,,,73.394280364524,1,0,12155.1,12149.0625,,44.890948400596216,,37.03621293928123,45.697864168792584,NaN,NaN,NaN,NaN,12155.325,12155.675,12150.025,12151.0125,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
26,2022-09-06 00:27:00,12156.0,12156.0,12156.0,12156.0,128563,7.664716579234664,,,66.74129289824822,0,0,12155.325,12150.025,,42.58763534088668,,35.51303444746686,44.890948400596216,NaN,NaN,NaN,NaN,12155.675,12156.225,12151.0125,12152.025,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
27,2022-09-06 00:28:00,12155.5,12155.5,12155.5,12155.5,128639,7.219784816970787,,,65.32419221843637,0,0,12155.675,12151.0125,,40.20129736365829,,26.63445850777056,42.58763534088668,NaN,NaN,NaN,NaN,12156.225,12156.65,12152.025,12152.925,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
28,2022-09-06 00:29:00,12157.25,12157.25,12157.25,12157.25,128683,6.928515945488471,,,67.89369529318043,0,0,12156.225,12152.025,,38.476747470183234,,18.043412005331277,40.20129736365829,NaN,NaN,NaN,NaN,12156.65,12156.725,12152.925,12153.7375,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
29,2022-09-06 00:30:00,12156.75,12156.75,12156.75,12156.75,128720,6.581470351640746,,,66.38021132649078,0,0,12156.65,12152.925,,36.67926012256993,,6.054191894114834,38.476747470183234,NaN,NaN,NaN,NaN,12156.725,12157.0,12153.7375,12154.375,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
30,2022-09-06 00:31:00,12157.25,12157.25,12157.25,12157.25,128751,6.274452061856209,,,67.16839099540394,0,0,12156.725,12153.7375,,35.82511864398898,,7.338606336236236,36.67926012256993,NaN,NaN,NaN,NaN,12157.0,12157.45,12154.375,12155.0125,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
31,2022-09-06 00:32:00,12156.5,12156.5,12156.5,12156.5,128779,5.902577879696764,,,64.71747864476816,0,0,12157.0,12154.375,,36.694882445193436,,-4.67741785888175,35.82511864398898,NaN,NaN,NaN,NaN,12157.45,12157.625,12155.0125,12155.4875,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
32,2022-09-06 00:33:00,12160.0,12160.0,12160.0,12160.0,128859,5.823159897892765,,,70.18498537571686,1,0,12157.45,12155.0125,,36.524940235143895,,-1.0416266760099742,36.694882445193436,NaN,NaN,NaN,NaN,12157.625,12158.3,12155.4875,12156.225,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
33,2022-09-06 00:34:00,12161.0,12161.0,12161.0,12161.0,129210,5.774349115592486,-0.9189000035308306,6.693249119123316,71.54189919567955,1,0,12157.625,12155.4875,,36.01048486994057,,16.460014812040036,36.524940235143895,NaN,NaN,NaN,NaN,12158.3,12158.85,12156.225,12156.975,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
34,2022-09-06 00:35:00,12164.5,12164.5,12164.5,12164.5,129368,5.949504780564894,-0.5949954708467384,6.544500251411632,75.7088472924573,1,0,12158.3,12156.225,,31.439024179183022,,34.16818532502535,36.01048486994057,NaN,NaN,NaN,NaN,12158.85,12159.325,12156.975,12157.325,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
35,2022-09-06 00:36:00,12163.75,12163.75,12163.75,12163.75,129445,5.959105318301226,-0.46831594648832464,6.427421264789551,73.23425118605932,1,0,12158.85,12156.975,,36.482769891693074,,44.207942907837605,31.439024179183022,NaN,NaN,NaN,NaN,12159.325,12160.05,12157.325,12157.8625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
36,2022-09-06 00:37:00,12160.75,12160.75,12160.75,12160.75,129503,5.6594008356914856,-0.6144163432784531,6.273817178969939,64.19552699419357,0,0,12159.325,12157.325,,36.64842099643409,,41.5526131481348,36.482769891693074,NaN,NaN,NaN,NaN,12160.05,12160.425,12157.8625,12158.325,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
37,2022-09-06 00:38:00,12162.75,12162.75,12162.75,12162.75,129611,5.51963919449372,-0.6033423875809749,6.122981582074695,67.10993927855571,0,0,12160.05,12157.8625,,36.285135121813155,,39.28940686250036,36.64842099643409,NaN,NaN,NaN,NaN,12160.425,12160.925,12158.325,12158.7875,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
38,2022-09-06 00:39:00,12161.0,12161.0,12161.0,12161.0,129683,5.207636322393228,-0.7322762077451745,5.939912530138402,62.32917002036834,0,0,12160.425,12158.325,,34.92329553496827,,34.34609740006152,36.285135121813155,NaN,NaN,NaN,NaN,12160.925,12160.575,12158.7875,12158.65,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
39,2022-09-06 00:40:00,12161.75,12161.75,12161.75,12161.75,129791,4.963672404679528,-0.7809921003670999,5.744664505046628,63.52832293978864,0,0,12160.925,12158.7875,,35.11957353870176,,27.049131941639143,34.92329553496827,NaN,NaN,NaN,NaN,12160.575,12160.3,12158.65,12158.65,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
40,2022-09-06 00:41:00,12153.75,12153.75,12153.75,12153.75,130293,4.077789877641408,-1.3334997019241763,5.411289579565584,46.518250582614606,0,0,12160.575,12158.65,,27.12571665614078,,-7.167750467036166,35.11957353870176,NaN,NaN,NaN,NaN,12160.3,12159.65,12158.65,12158.55,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
41,2022-09-06 00:42:00,12153.75,12153.75,12153.75,12153.75,130413,3.3372518307878636,-1.6592301990221774,4.996482029810041,46.5182505826146,0,0,12160.3,12158.65,,14.134735881403591,,-37.58536970902528,27.12571665614078,NaN,NaN,NaN,NaN,12159.65,12158.975,12158.55,12158.3,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
42,2022-09-06 00:43:00,12153.5,12153.5,12153.5,12153.5,130463,2.6990838244964834,-1.8379185642508462,4.53700238874733,46.071168376850935,0,0,12159.65,12158.55,,1.896764424386777,,-49.251194555797696,14.134735881403591,NaN,NaN,NaN,NaN,12158.975,12158.05,12158.3,12158.175,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
43,2022-09-06 00:44:00,12154.25,12154.25,12154.25,12154.25,130543,2.2281649155829655,-1.8470699785314917,4.075234894114457,47.6952617065739,0,0,12158.975,12158.3,,-3.0850344700157915,,-53.776499375226514,1.896764424386777,y,NaN,NaN,NaN,12158.05,12157.25,12158.175,12158.05,y,y,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
44,2022-09-06 00:45:00,12155.25,12155.25,12155.25,12155.25,130580,1.9135912414712948,-1.72931492211453,3.642906163585825,49.86331046927712,0,0,12158.05,12158.175,,-8.203010959884857,,-50.19442890773481,-3.0850344700157915,NaN,NaN,NaN,y,12157.25,12156.975,12158.05,12158.15,NaN,NaN,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
45,2022-09-06 00:46:00,12155.75,12155.75,12155.75,12155.75,130655,1.6852091179789568,-1.5661576364854946,3.2513667544644513,50.95790115562126,0,0,12157.25,12158.05,,-11.417214422379953,,-43.39399701071776,-8.203010959884857,NaN,NaN,NaN,NaN,12156.975,12155.825,12158.15,12157.9375,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
46,2022-09-06 00:47:00,12158.0,12158.0,12158.0,12158.0,130694,1.666559772016626,-1.2678455859582605,2.9344053579748866,55.650193091562755,0,0,12156.975,12158.15,,-14.525416465768414,,-33.86999087580571,-11.417214422379953,NaN,NaN,NaN,NaN,12155.825,12154.85,12157.9375,12157.6375,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
47,2022-09-06 00:48:00,12151.25,12151.25,12151.25,12151.25,130777,1.094494788461816,-1.4719284556104566,2.5664232440722725,42.509739476951886,0,0,12155.825,12157.9375,,-22.60889819929635,,-30.899881664987,-14.525416465768414,NaN,NaN,NaN,NaN,12154.85,12153.8,12157.6375,12157.3625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
48,2022-09-06 00:49:00,12151.25,12151.25,12151.25,12151.25,130871,0.6338228521908604,-1.5460803135051298,2.17990316569599,42.509739476951886,0,0,12154.85,12157.6375,,-29.63999287719928,,-26.703781606965595,-22.60889819929635,NaN,NaN,NaN,NaN,12153.8,12153.125,12157.3625,12156.85,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
49,2022-09-06 00:50:00,12151.25,12151.25,12151.25,12151.25,130932,0.2656744935466122,-1.5313829377195025,1.7970574312661147,42.50973947695189,0,0,12153.8,12157.3625,12151.125,-35.751853007714175,,-13.462895263120675,-29.63999287719928,NaN,NaN,NaN,NaN,12153.125,12152.225,12156.85,12156.2625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
50,2022-09-06 00:51:00,12147.0,12147.0,12147.0,12147.0,131071,-0.3648197987640742,-1.7295017840241511,1.364681985260077,35.85239458302444,0,0,12153.125,12156.85,12151.4,-35.289146147588504,,-31.53479190518829,-35.751853007714175,NaN,NaN,NaN,NaN,12152.225,12151.5,12156.2625,12155.575,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
51,2022-09-06 00:52:00,12144.75,12144.75,12144.75,12144.75,131213,-1.0341264973121724,-1.9190467860577995,0.8849202887456271,32.91361838131161,0,0,12152.225,12156.2625,12151.625,-38.61555758362269,,-45.81295500820075,-35.289146147588504,NaN,NaN,NaN,NaN,12151.5,12150.2,12155.575,12154.5875,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
52,2022-09-06 00:53:00,12146.25,12146.25,12146.25,12146.25,131293,-1.4270690503362857,-1.8495914712655304,0.4225224209292446,36.64218544953969,0,0,12151.5,12155.575,12151.86,-41.33376036111125,,-51.776403015332896,-38.61555758362269,NaN,NaN,NaN,NaN,12150.2,12148.5,12154.5875,12153.275,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
53,2022-09-06 00:54:00,12141.25,12141.25,12141.25,12141.25,131417,-2.117527528627761,-2.0320399596456045,-0.08548756898215654,30.547553852920203,0,0,12150.2,12154.5875,12152.025,-40.17752133713375,,-58.71149353943252,-41.33376036111125,NaN,NaN,NaN,NaN,12148.5,12146.3,12153.275,12151.775,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
54,2022-09-06 00:55:00,12138.25,12138.25,12138.25,12138.25,131488,-2.873669897333457,-2.23054586268104,-0.6431240346524166,27.583097509967793,0,1,12148.5,12153.275,12152.14,-39.5965615759451,,-62.97631013777597,-40.17752133713375,NaN,NaN,NaN,NaN,12146.3,12143.95,12151.775,12150.4625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
55,2022-09-06 00:56:00,12133.75,12133.75,12133.75,12133.75,131705,-3.7923151161485293,-2.51935286519689,-1.2729622509516392,23.84506500934774,0,1,12146.3,12151.775,12152.105,-38.71999287430021,,-66.33470766089627,-39.5965615759451,NaN,NaN,NaN,NaN,12143.95,12142.25,12150.4625,12149.0375,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
56,2022-09-06 00:57:00,12134.5,12134.5,12134.5,12134.5,131835,-4.409005072586297,-2.508834257307726,-1.9001708152785706,25.653463812133133,0,1,12143.95,12150.4625,12152.06,-41.04173854297047,,-65.00969388867519,-38.71999287430021,NaN,NaN,NaN,NaN,12142.25,12140.525,12149.0375,12147.6875,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
57,2022-09-06 00:58:00,12134.25,12134.25,12134.25,12134.25,131894,-4.861864667262125,-2.3693550815868436,-2.4925095856752817,25.436633883492963,0,1,12142.25,12149.0375,12152.03,-42.8357053365809,,-65.43657963058894,-41.04173854297047,NaN,NaN,NaN,NaN,12140.525,12138.6,12147.6875,12146.2,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
58,2022-09-06 00:59:00,12134.0,12134.0,12134.0,12134.0,131989,-5.1812063477918855,-2.150957409693283,-3.0302489380986026,25.207186938711086,0,1,12140.525,12147.6875,12151.97,-43.37329269962532,,-63.862521329755424,-42.8357053365809,NaN,NaN,NaN,NaN,12138.6,12137.3,12146.2,12145.2125,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
59,2022-09-06 01:00:00,12132.0,12132.0,12132.0,12132.0,132187,-5.5319018940990645,-2.001322364800369,-3.5305795292986955,23.389503254990995,0,1,12138.6,12146.2,12151.835,-45.53793613049903,,-60.78075330951538,-43.37329269962532,NaN,NaN,NaN,NaN,12137.3,12136.375,12145.2125,12144.3,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
60,2022-09-06 01:01:00,12134.0,12134.0,12134.0,12134.0,132282,-5.584077585435807,-1.642798444909689,-3.941279140526118,28.910105760195567,0,1,12137.3,12145.2125,12151.695,-46.64683344823297,,-55.93228214588705,-45.53793613049903,NaN,NaN,NaN,NaN,12136.375,12135.45,12144.3,12143.475,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
61,2022-09-06 01:02:00,12135.5,12135.5,12135.5,12135.5,132343,-5.441661644625128,-1.2003060032792074,-4.241355641345921,32.82016280631818,0,0,12136.375,12144.3,12151.53,-46.7246116839161,,-47.210611333304996,-46.64683344823297,NaN,NaN,NaN,NaN,12135.45,12135.05,12143.475,12142.625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
62,2022-09-06 01:03:00,12137.0,12137.0,12137.0,12137.0,132391,-5.148410846046318,-0.7256441637603173,-4.422766682286,36.576871906874395,0,0,12135.45,12143.475,12151.325,-45.90618456681105,,-21.200216655641018,-46.7246116839161,NaN,NaN,NaN,NaN,12135.05,12134.9,12142.625,12141.7,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
63,2022-09-06 01:04:00,12137.25,12137.25,12137.25,12137.25,132415,-4.840041578258024,-0.33381991677761835,-4.506221661480406,37.20712131465992,0,0,12135.05,12142.625,12151.04,-44.21014860790003,,5.538637532790516,-45.90618456681105,NaN,NaN,NaN,NaN,12134.9,12134.675,12141.7,12140.4875,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
64,2022-09-06 01:05:00,12136.75,12136.75,12136.75,12136.75,132529,-4.583170595480624,-0.061559147200174635,-4.521611448280449,36.427455832080554,0,0,12134.9,12141.7,12150.78,-41.61985839616328,,21.950928404545003,-44.21014860790003,NaN,NaN,NaN,NaN,12134.675,12134.225,12140.4875,12139.0875,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
65,2022-09-06 01:06:00,12131.5,12131.5,12131.5,12131.5,132693,-4.7484919554644875,-0.1815044057472308,-4.566987549717257,29.449422983469645,0,1,12134.675,12140.4875,12150.435,-39.25280474820495,,8.020689795528387,-41.61985839616328,NaN,NaN,NaN,NaN,12134.225,12134.075,12139.0875,12138.1625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
66,2022-09-06 01:07:00,12130.0,12130.0,12130.0,12130.0,132741,-4.94356148872248,-0.3012591512041789,-4.642302337518301,27.81024674321264,0,1,12134.225,12139.0875,12149.96,-42.167585831987516,,-7.167750467036166,-39.25280474820495,NaN,NaN,NaN,NaN,12134.075,12134.0,12138.1625,12137.2625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
67,2022-09-06 01:08:00,12132.75,12132.75,12132.75,12132.75,132806,-4.820683641688447,-0.14270504333611633,-4.677978598352331,34.957989822163825,0,0,12134.075,12138.1625,12149.575,-39.17858750616644,,-11.560130794217768,-42.167585831987516,NaN,NaN,NaN,NaN,12134.0,12134.4,12137.2625,12136.5,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
68,2022-09-06 01:09:00,12133.25,12133.25,12133.25,12133.25,132844,-4.629589218609908,0.038711503793938284,-4.668300722403846,36.19499108734858,0,0,12134.0,12137.2625,12149.205,-34.7196823326583,-34.99857053344642,-14.281095735970824,-39.17858750616644,NaN,NaN,NaN,NaN,12134.4,12134.6,12136.5,12135.95,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
69,2022-09-06 01:10:00,12136.0,12136.0,12136.0,12136.0,132926,-4.207739294903149,0.368449142000558,-4.576188436903707,42.654812861203446,0,0,12134.4,12136.5,12148.875,-32.598744176568324,-40.1854121462293,-15.577825774311025,-34.7196823326583,NaN,NaN,NaN,NaN,12134.6,12134.65,12135.95,12135.5125,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
70,2022-09-06 01:11:00,12136.0,12136.0,12136.0,12136.0,132926,-3.8292786504607648,0.5975278291543544,-4.426806479615119,42.65481286120345,0,0,12134.6,12135.95,12148.465,-25.804532399947124,-42.982780145869256,-12.308015817427927,-32.598744176568324,NaN,NaN,NaN,NaN,12134.65,12134.55,12135.5125,12135.0,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
71,2022-09-06 01:12:00,12136.0,12136.0,12136.0,12136.0,132926,-3.489125397401949,0.7501448657705367,-4.239270263172486,42.65481286120346,0,0,12134.65,12135.5125,12148.11,-17.756093681966902,-45.050731153307616,-4.67741785888175,-25.804532399947124,NaN,NaN,NaN,NaN,12134.55,12134.425,12135.0,12134.7375,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
72,2022-09-06 01:13:00,12136.0,12136.0,12136.0,12136.0,132926,-3.1828614481710247,0.8451270520011693,-4.027988500172194,42.65481286120347,0,0,12134.55,12135.0,12147.72,-9.338394976235982,-46.045261565987495,8.44584529342449,-17.756093681966902,NaN,NaN,NaN,NaN,12134.425,12134.35,12134.7375,12134.625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
73,2022-09-06 01:14:00,12136.0,12136.0,12136.0,12136.0,132926,-2.906639135260775,0.8970794919291354,-3.8037186271899106,42.65481286120346,0,0,12134.425,12134.7375,12147.255,2.057794278623481,-46.17653814186331,22.17461798808395,-9.338394976235982,NaN,y,NaN,NaN,12134.35,12134.8,12134.625,12134.7375,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
